Q9NXB0	MKS1
Q9UBC5	MYO1A
Q9GZZ8	LACRT
Q9GZZ7	GFRA4
O95208	EPN2
Q9UBC3	DNMT3B
Q9UBC2	EPS15L1
O95206	PCDH8
Q9GZZ9	UBA5
Q9UBC9	SPRR3
Q9P2S2	NRXN2
Q9GZZ6	CHRNA10
F5H3Y4	DHX37
Q9GZZ0	HOXD1
Q9P2S5	WRAP73
Q9GZZ1	NAA50
P18405	SRD5A1
O60573	EIF4E2
M1VKI9	KIF5B-RET(NM_020630)_K16
Q8N2R0	OSR2
Q8TEE9	SAP25
A6NN73	GOLGA8CP
Q8N335	GPD1L
Q8N2Q7	NLGN1
O95218	ZRANB2
Q9UBD5	ORC3
Q9GZY6	LAT2
O95219	SNX4
Q6FHK8	PGAM1
Q9UBD3	XCL2
F5H3X6	PHB2
Q9GZY8	MFF
B7Z3I3	cDNA FLJ55214, highly similar to Homo sapiens O-acyltransferase (membrane bound) domain containing 2
Q9UBD9	CLCF1
F5H492	RAD9A
Q9GZY4	COA1
O95210	STBD1
B7Z3I9	Delta-aminolevulinic acid dehydratase {ECO:0000256|RuleBase:RU000515}
Q5T5X7	BEND3
O60548	FOXD2
Q9GZY0	NXF2
Q8TED0	UTP15
E5RGZ4	ENO3
Q8TED1	GPX8
Q6PEG1	PPP2R2D
E5RGZ1	OSGEPL1
O60542	PSPN
O60543	CIDEA
Q5T5Y3	CAMSAP1
B4DFE5	cDNA FLJ56407, highly similar to SLIT-ROBO Rho GTPase-activating protein 2 {ECO:0000313|EMBL:BAG5740
B4DFE6	cDNA FLJ59861, highly similar to ATP synthase gamma chain, mitochondrial {ECO:0000313|EMBL:BAG57407.
Q6FHK0	JUN
P06401	PGR
P06400	RB1
B4DFE4	cDNA FLJ59618, highly similar to Exosome component 10 {ECO:0000313|EMBL:BAG57405.1}
Q9GZX9	TWSG1
B4DFG1	cDNA FLJ60470, highly similar to N-terminal acetyltransferase complex ARD1 subunit homolog A {ECO:00
Q9UBE0	SAE1
O95229	ZWINT
Q9GZX6	IL22
P07738	BPGM
H0Y5H2	CABLES2
Q9GZX5	ZNF350
P07737	PFN1
A6NMX2	EIF4E1B
A6NN92	GJE1
Q9GZX7	AICDA
P56706	WNT7B
Q9UBE8	NLK
Q9GZX3	CHST6
O95221	OR5F1
P56705	WNT4
Q9P2U7	SLC17A7
O95222	OR6A2
P56704	WNT3A
P56703	WNT3
P20701	ITGAL
Q96HF1	SFRP2
P20702	ITGAX
Q7L2R6	ZNF765
Q6QHK4	FIGLA
P20700	LMNB1
A0A1V1G0D9	TSC2
O60551	NMT2
P07741	APRT
Q8TEC5	SH3RF2
P32745	SSTR3
O95236	APOL3
O95237	LRAT
P05129	PRKCG
P31415	CASQ1
O95235	KIF20A
O95238	SPDEF
O95239	KIF4A
Q96HN2	AHCYL2
O95232	LUC7L3
E5RGW5	IKBKB
Q9P2N2	ARHGAP28
O95231	VENTX
O60524	NEMF
Q9P2N4	ADAMTS9
Q9P2N5	RBM27
Q9P2N6	KANSL3
O60522	TDRD6
Q9P2N7	KLHL13
Q8N381	PIK3R3
Q5QNY5	PEX19
Q8TEJ3	SH3RF3
A6NMY6	ANXA2P2
Q8N2W7	Uncharacterized protein {ECO:0000313|EMBL:AAH29879.1}
Q8N387	MUC15
Q8N2W9	PIAS4
O95248	SBF1
O95249	GOSR1
A6NMZ5	OR4C45
B7Z3H2	cDNA FLJ53370, highly similar to Mus musculus cytoplasmic FMR1 interacting protein 2 (Cyfip2), mRNA 
Q6PF04	ZNF613
Q58F05	NARG1
E5RH98	ANKRD6
B7Z3H4	BTRC
P19784	CSNK2A2
O95243	MBD4
Q02094	RHAG
B7Z3H8	cDNA FLJ57997, highly similar to Transmembrane GTPase MFN2 {ECO:0000313|EMBL:BAH12214.1}
O60535	NY-CO-41
Q5QNZ2	ATP5PB
G3V105	IKBKB
E5RGY0	DERL1
Q96HL8	SH3YL1
O60531	Antigen NY-CO-16 {ECO:0000313|EMBL:AAC18043.1}
Q8N371	KDM8
Q6FI35	PCNA
A6NMZ7	COL6A6
P05141	SLC25A5
H0Y5B5	PBRM1
P07766	CD3E
Q02080	MEF2B
O95259	KCNH1
P05106	ITGB3
O95256	IL18RAP
P05107	ITGB2
O95257	GADD45G
P05108	CYP11A1
P05109	S100A8
Q2M3C7	SPHKAP
Q4VC05	BCL7A
O95251	KAT7
O60508	CDC40
B1AP52	PARD3
B7Z3E2	cDNA FLJ50777, highly similar to Serine/threonine-protein phosphatase 6 {ECO:0000313|EMBL:BAH12178.1
O60506	SYNCRIP
O60507	TPST1
O60504	SORBS3
E5RGU1	NBN
Q02086	SP2
Q9P2P5	HECW2
O60502	OGA
B7Z3D6	cDNA FLJ50170, highly similar to Cell division control protein 2 homolog {ECO:0000313|EMBL:BAH12172.
E7EWD6	ASXL2
O60503	ADCY9
B1AP46	EXOC6
O60500	NPHS1
A8K8C0	cDNA FLJ78615, highly similar to Homo sapiens origin recognition complex, subunit 5-like (yeast) (OR
Q6PEK6	OPA1 protein {ECO:0000313|EMBL:AAH58013.1}
Q8TEH3	DENND1A
G3V113	UBE2V2
G3V111	PPP3CC
Q8N365	CIART
P05111	INHA
P05112	IL4
P05113	IL5
P05114	HMGN1
O95267	RASGRP1
Q58F29	SMC4
A0A0A7KU15	TSC1-PDGFRB fusion
Q9BQ50-1	TREX2
Q5QNW6	HIST2H2BF
Q2M3D2	EXOC3L2
E5RH77	RPS14
Q02078	MEF2A
O60519	CREBL2
Q60I27	ALS2CL
Q9P2Q2	FRMD4A
O95260	ATE1
B7Z3F4	cDNA FLJ55070, highly similar to Syntaxin-binding protein 1 {ECO:0000313|EMBL:BAH12190.1}
Q58F21	BRDT
P18433	PTPRA
O60518	RANBP6
O95264	HTR3B
O60513	B4GALT4
Q96HJ5	MS4A3
A8K8B0	cDNA FLJ76434, highly similar to Homo sapiens protein phosphatase 2 (formerly 2A), regulatory subuni
P18428	LBP
O60512	B4GALT3
P20749	BCL3
G3V126	ATP6V1H
E7EWC2	IQGAP2
Q6FI13	HIST2H2AA3
Q8N352	NARG1L
A8K8B9	cDNA FLJ77368, highly similar to Homo sapiens protein kinase, cAMP-dependent, catalytic, alpha (PRKA
P05120	SERPINB2
E9PKB0	SORL1
P05121	SERPINE1
P06454	PTMA
Q6FHP5	PHB
Q8N357	SLC35F6
Q8N2K1	UBE2J2
Q59HG2	TEK tyrosine kinase variant {ECO:0000313|EMBL:BAD92033.1}
E7EWR4	CSTF2
O95278	EPM2A
Q9GZS1	POLR1E
Q96HA8	WDYHV1
Q9GZS0	DNAI2
Q96HA7	TONSL
Q9GZS3	WDR61
Q96HA9	PEX11G
Q5JZY3	EPHA10
O95273	CCNDBP1
O95271	TNKS
B4DEZ8	cDNA FLJ53307, highly similar to Serine/threonine-protein phosphatase 4 regulatory subunit 1 {ECO:00
O95274	LYPD3
A8K8E4	cDNA FLJ75794, highly similar to Homo sapiens dopamine receptor D3 (DRD3), transcript variant a, mRN
B7Z3B4	cDNA FLJ50534, highly similar to Tumor protein p73 {ECO:0000313|EMBL:BAH12150.1}
Q9P2J3	KLHL9
Q14050	COL9A3
Q7L2M7	PFKL
Q9P2J5	LARS
E9PK25	CFL1
J3QTR3	RPS27A
B4DEZ1	Exocyst complex component {ECO:0000256|PIRNR:PIRNR025007}
E5RHE7	HDAC2
Q9P2J8	ZNF624
Q9P2J9	PDP2
Q15382	RHEB
Q14051	col4a1
Q15389	ANGPT1
Q15388	TOMM20
E5RHE1	VDAC3
Q9GZR7	DDX24
Q96HA1	POM121
Q14055	COL9A2
Q15386	UBE3C
Q9GZR5	ELOVL4
Q6FHF5	PCNA
Q9GZR2	REXO4
Q9GZR1	SENP6
E7EX29	YWHAZ
Q6FHF7	RABGGTA
B7Z3D2	cDNA FLJ59306, highly similar to Ankyrin repeat domain-containing protein 6 {ECO:0000313|EMBL:BAH121
Q6AZY7	SCARA3
Q9P2K1	CC2D2A
A0A1W2PQ09	TAF11L11
A8K8D3	cDNA FLJ77372, highly similar to Homo sapiens SUMO/sentrin specific peptidase family member 8 (SENP8
Q9P2K3	RCOR3
Q14061	COX17
Q9P2K5	MYEF2
Q15392	DHCR24
Q15391	P2RY14
Q9P2K6	KLHL42
Q9P2K8	EIF2AK4
E9PK34	ARCN1
Q9P2K9	DISP3
Q15393	SF3B3
Q15399	TLR1
Q9GZQ6	NPFFR1
E5RHF2	COPS5
Q75QN2	INTS8
Q15398	DLGAP5
Q9GZQ8	MAP1LC3B
Q15397	PUM3
Q9GZQ4	NMUR2
Q5T619	ZNF648
Q8N2I2	ZNF619
O95294	RASAL1
O95295	SNAPIN
O95292	VAPB
Q8N2I9	STK40
O95298	NDUFC2
E7EX17	EIF4B
O95299	NDUFA10
Q5T5P2	KIAA1217
Q9P2L0	WDR35
E9PK49	SSBP3
Q7L2K0	TEDC2
Q2M2U7	TRPC4
E9PK47	PYGL
E5RHC6	TBC1D31
H0Y5A9	HSPG2
A0A1W2PQ18	UGGT2
Q9GZP9	DERL2
Q9GZP4	PITHD1
A0A218MJF3	TP53
Q59HH0	Retinoblastoma-associated protein variant {ECO:0000313|EMBL:BAD92025.1}
Q9GZP0	PDGFD
Q8N2H4	SYS1
A0A1W2PPR6	PIGT
Q6AZW6	ATF6B
Q8N2H9	PELI3
Q9P2M1	LRP2BP
Q7L2J0	MEPCE
Q9P2M4	TBC1D14
P40938-2	RFC3
A8K8F9	Phosphoinositide phospholipase C {ECO:0000256|RuleBase:RU361133}
Q9P2M7	CGN
A0A1W2PPQ7	PIGT
A0A1W2PQ29	PIGT
Q59HG8	Gamma-aminobutyric acid (GABA) B receptor 1 isoform c variant {ECO:0000313|EMBL:BAD92027.1}
Q59HG9	Sterol carrier protein X isoform 1 proprotein variant {ECO:0000313|EMBL:BAD92026.1}
Q8TDZ2	MICAL1
Q4VBA3	BMP6
Q14088	RAB33A
Q8N307	MUC20
A0A1W2PPS0	PIGT
P54098	POLG
B2R9L6	cDNA, FLJ94450, highly similar to Homo sapiens cyclin-dependent kinase 9 (CDC2-related kinase) (CDK9
Q6IN85-4	PPP4R3A
B4DF77	PACS1
B4DEV8	Proteasome subunit alpha type {ECO:0000256|RuleBase:RU000551}
E5RHA8	RBM22
Q8TEB1	DCAF11
Q14094	CCNI
Q14093	CYLC2
H0Y4Z6	PYGB
Q96HE8	TMEM80
C4P096	DISC1
Q96HE7	ERO1A
Q8TEB7	RNF128
E5RHA1	TAF6
Q9P2F6	ARHGAP20
Q96HE9	PRR11
Q8TEB9	RHBDD1
Q9P2F8	SIPA1L2
Q8N300	SVBP
Q9P2F9	ZNF319
G3V170	UCK1
Q8N302	AGGF1
Q9GZV8	PRDM14
P07711	CTSL
Q6FHJ6	KCNE1
Q8N2N3	cDNA FLJ90102 fis, clone HEMBA1006299, highly similar to Putative NFkB activating protein 373 {ECO:0
Q9GZV7	HAPLN2
Q9GZV9	FGF23
Q9GZV4	EIF5A2
Q9GZV3	SLC5A7
Q6FHJ7	SFRP4
Q9GZV5	WWTR1
B4DEW9	cDNA FLJ52478, highly similar to Eukaryotic translation initiation factor 3 subunit 5 {ECO:0000313|E
P80370	DLK1
Q9GZV1	ANKRD2
E7EWM3	ZMIZ2
A0A1W2PQ52	PIGT
Q5T686	AVPI1
B4DF86	Trafficking protein particle complex subunit {ECO:0000256|RuleBase:RU366065}
A0A1W2PPT5	POLR2B
B4DEW0	cDNA FLJ60445, highly similar to Homo sapiens B9 protein (EPPB9), mRNA {ECO:0000313|EMBL:BAG57221.1}
Q9P2G3	KLHL14
Q8TEA6	cDNA FLJ23731 fis, clone HEP14545 {ECO:0000313|EMBL:BAB85046.1}
F5H4F1	RAD9A
Q8TEA8	DTD1
Q9P2G9	KLHL8
Q9GZU7	CTDSP1
Q9GZU8	FAM192A
Q9GZU2	PEG3
Q8N2M8	CLASRP
A0A1W2PPU8	PIGT
B4DF95	INPP5J
E9PJW4	WLS
A6NND4	OR2AT4
Q5T653	MRPL2
E9PK82	RPS3
B4DEX8	MAT2A
B4DF91	cDNA FLJ54981, highly similar to Asparaginyl-tRNA synthetase, cytoplasmic {ECO:0000313|EMBL:BAG57352
Q9P2H0	CEP126
Q9P2H3	IFT80
Q6QHF9	PAOX
Q9GZT9	EGLN1
Q96HC4	PDLIM5
Q6QHF3	WD_REPEATS_REGION domain-containing protein {ECO:0000259|PROSITE:PS50294}
Q9GZT5	WNT10A
Q4AEJ4	hfzo2
Q9GZT8	NIF3L1
Q4AEJ3	hfzo1
Q9GZT4	SRR
Q9GZT3	SLIRP
Q1PBM3	MAP3K3
Q5T5U3	ARHGAP21
A8K8J9	DCTN2
Q9P2I0	CPSF2
O43196-4	MSH5
Q5T670	MCM10
Q96HB5	CCDC120
B2R9P6	cDNA, FLJ94498, highly similar to Homo sapiens guanylate cyclase activator 1A (retina) (GUCA1A),mRNA
Q9GZS9	CHST5
D4YW75	TRAFIP20
Q2M2Z5	KIZ
D4YW76	TRAFIP10
Q15415	RBMY1F
Q96HZ4	HES6
Q15413	RYR3
Q8TEW6	DOK4
Q8TEW0	PARD3
B4DER8	cDNA FLJ61216, highly similar to Nuclear factor of activated T-cells, cytoplasmic 1 {ECO:0000313|EMB
Q15418	RPS6KA1
B4DF38	cDNA FLJ52123, highly similar to Platelet-activating factor acetylhydrolase IB alpha subunit {ECO:00
Q15417	CNN3
P30086	PEBP1
Q04760	GLO1
Q03431	PTH1R
A6NMD2	GOLGA8J
B4DF36	Trafficking protein particle complex subunit {ECO:0000256|RuleBase:RU366065}
Q8TEW8	PARD3B
Q03426	MVK
Q9UBS0	RPS6KB2
Q04759	PRKCQ
Q9UBS5	GABBR1
Q9UBS4	DNAJB11
Q04756	HGFAC
B7Z2Y2	COG2
Q9UBS3	DNAJB9
B7Z2Y4	cDNA FLJ56961, highly similar to Clathrin heavy chain 2 (CLH-22) {ECO:0000313|EMBL:BAH12020.1}
F5H3I6	FERMT3
Q9UBS9	SUCO
Q9UBS8	RNF14
E9PKK4	NCAPD3
Q8TF72	SHROOM3
Q96HY3	CALM2
Q15424	SAFB
Q8TF74	WIPF2
Q96HY6	DDRGK1
Q15428	SF3A2
Q15427	SF3B4
A6NME1	cDNA FLJ53907, highly similar to B-cell receptor-associated protein 29 {ECO:0000313|EMBL:BAH12820.1}
H0Y673	AP1S2
Q8TF76	HASPIN
Q96HY7	DHTKD1
Q8N3D4	EHBP1L1
Q8TEV9	SMCR8
A8K7J3	cDNA FLJ75535, highly similar to Homo sapiens early endosome antigen 1, 162kD (EEA1), mRNA {ECO:0000
Q9UBT2	UBA2
A0A1W2PPG1	GOSR2
A8K7J7	cDNA FLJ78173, highly similar to Homo sapiens hexokinase 1 (HK1) mRNA {ECO:0000313|EMBL:BAF84701.1}
Q9UBT6	POLK
Q04743	EMX2
H0Y682	CSNK1E
Q09FC8	ZNF415
Q9UBT3	DKK4
P30084	ECHS1
Q16762	TST
Q16763	UBE2S
Q9UBT7	CTNNAL1
B2R9J0	Kinase {ECO:0000256|RuleBase:RU363090}
B7Z2Z8	T-complex protein 1 subunit delta {ECO:0000256|RuleBase:RU004192}
Q15431	SYCP1
Q16760	DGKD
A7MCY6	TBKBP1
Q8TF61	FBXO41
Q14106	TOB2
Q15437	SEC23B
Q96HX3	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 {ECO:0000256|RuleBase:RU361
F6VY12	PICK1
Q16769	QPCT
Q15436	SEC23A
Q8TF62	ATP8B4
Q15435	PPP1R7
Q14103	HNRNPD
Q8TF64	GIPC3
P80365	HSD11B2
Q14108	SCARB2
Q15438	CYTH1
E7EX95	LDB2
Q8N3C0	ASCC3
P29074	PTPN4
Q04741	EMX1
Q96HX7	HSP90AA1
B4DET1	cDNA FLJ53860, highly similar to DNA-directed RNA polymerase II largest subunit {ECO:0000313|EMBL:BA
Q8TF65	GIPC2
Q8TEU7	RAPGEF6
Q96I99	SUCLG2
A8K7M6	cDNA FLJ78051, highly similar to Homo sapiens SH2 domain containing 3C, mRNA {ECO:0000313|EMBL:BAF84
Q8TEU8	WFIKKN2
Q9UBU3	GHRL
Q03405	PLAUR
Q9UBU2	DKK2
A0A1W2PPH5	TAF11L13
B4DF50	cDNA FLJ60458, highly similar to SWI/SNF-related matrix-associated actin-dependent regulator of chro
B4DET0	cDNA FLJ55900, highly similar to Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16 {ECO:0000
Q9UBU7	DBF4
P17098	ZNF8
P17097	ZNF7
Q03403	TFF2
P17096	HMGA1
Q16772	GSTA3
Q5GRH6	ING2
B7Z2W3	cDNA FLJ54432, highly similar to Alpha-actinin-1 {ECO:0000313|EMBL:BAH11999.1}
Q9UBU9	NXF1
Q16774	GUK1
Q9UBU8	MORF4L1
B7Z385	CAP2
Q15444	Protein-serine/threonine kinase {ECO:0000313|EMBL:CAA80908.1}
Q14112	NID2
P43378	PTPN9
Q5G0E1	EXOC7
Q14117	DPYS
Q14116	IL18
E7EWW7	TBC1D31
Q14114	LRP8
Q6PEY1	TMEM88
Q6PEY2	TUBA3E
Q16777	HIST2H2AC
Q16778	HIST2H2BE
Q14119	VEZF1
Q14118	DAG1
Q6PEY0	GJB7
B4DF67	cDNA FLJ51736, highly similar to Mitogen-activated protein kinase kinase kinase 5 {ECO:0000313|EMBL:
H0Y5X7	CNOT3
P29083	GTF2E1
P29084	GTF2E2
H0Y5X5	SH2D3C
Q96HW7	INTS4
Q9UBV4	WNT16
Q04725	TLE2
Q04724	TLE1
Q04727	TLE4
Q9UBV2	SEL1L
B4DF60	Protein transport protein SEC23 {ECO:0000256|RuleBase:RU365030}
Q04726	TLE3
B4DF61	cDNA FLJ53309, highly similar to Methionyl-tRNA synthetase {ECO:0000313|EMBL:BAG57322.1}
Q04721	NOTCH2
P31391	SSTR4
Q9UBV8	PEF1
Q9UBV7	B4GALT7
Q5T6K7	NFYC
E7EX90	DCTN1
Q5T6K5	NFYC
P43365	MAGEA12
E5RHL9	CNOT8
Q14123	PDE1C
A0A1W2PPI8	PIGT
Q15459	SF3A1
H0Y5S9	CSNK1E
P55347	PKNOX1
P80303	NUCB2
A0A218MJE5	TP53
Q14126	DSG2
B4DEN9	BOP1
P55345	PRMT2
Q16787	LAMA3
B4DEN3	cDNA FLJ61101, highly similar to Eukaryotic translation initiation factor 5 {ECO:0000313|EMBL:BAG571
A0A218MJE1	TP53
Q14129	DGCR6
A8K800	cDNA FLJ76924, highly similar to Homo sapiens brix domain containing 1 (BXDC1), mRNA {ECO:0000313|EM
B4DEN1	Ribosomal protein L15 {ECO:0000256|RuleBase:RU000663}
Q8N3I7	BBS5
H0Y5S0	TLE4
H0Y645	CSNK1E
Q2MV58	TCTN1
B7Z360	cDNA FLJ54353, highly similar to Vacuolar protein sorting-associated protein 45 {ECO:0000313|EMBL:BA
Q16795	NDUFA9
Q16790	CA9
Q15466	NR0B2
Q14135	VGLL4
Q15465	SHH
Q14134	TRIM29
Q16791	Mammary dihydrolipoamide acetyltransferase, mature sequence {ECO:0000313|EMBL:CAA88400.1}
Q15464	SHB
Q9UC07	ZNF69
E9PL09	RPS3
Q9UC06	ZNF70
Q14139	UBE4A
A0A218MJD5	TP53
G3V1A9	NCAPD3
Q14137	BOP1
Q15468	STIL
H0Y636	UCHL5
Q8TEZ9	SR rich protein {ECO:0000313|EMBL:AAL76165.1}
Q16798	ME3
G3V1A4	CFL1
B4DF00	cDNA FLJ53308, highly similar to 2-oxoglutarate dehydrogenase E1 component, mitochondrial {ECO:00003
A0A218MJD9	TP53
E9PL12	EEF1D
Q9UBP0	SPAST
Q2M3R5	SLC35G1
E9PL11	NFYC
A0A1W2PPK4	PIGT
Q9UBP6	METTL1
P56693	SOX10
E7EX70	POLR1E
Q14142	TRIM14
Q9UBP5	HEY2
Q14141	SEPTIN6
Q9UBP4	DKK3
Q14140	SERTAD2
Q15477	SKIV2L
Q9UBP9	GULP1
Q14145	KEAP1
B7Z2V6	cDNA FLJ53889, highly similar to Vacuolar ATP synthase catalytic subunit A, ubiquitous isoform {ECO:
Q15475	SIX1
B7Z377	cDNA FLJ57937, highly similar to DNA-directed RNA polymerase II 33 kDa polypeptide {ECO:0000313|EMBL
B7Z2V7	cDNA FLJ54602, highly similar to Syntaxin-binding protein 1 {ECO:0000313|EMBL:BAH11993.1}
Q8TEY5	CREB3L4
B7Z2S7	cDNA FLJ58499, highly similar to Radixin {ECO:0000313|EMBL:BAH11963.1}
Q14149	MORC3
Q8TEY7	USP33
P56696	KCNQ4
E7EX53	RPL15
Q8TEY3	SMPD1
E9PKQ1	COPB1
B4DEP1	ADSL
B4DEP4	cDNA FLJ60440, highly similar to Potassium voltage-gated channel subfamily KQT member 2 {ECO:0000313
A0A218MJC8	TP53
H0Y5V1	CDC42BPA
Q6VY07	PACS1
Q9UBQ0	VPS29
Q9UBQ7	GRHPR
E5RHG8	ELOC
Q15483	S-laminin {ECO:0000313|EMBL:CAA51288.1}
Q14152	EIF3A
Q9UBQ5	EIF3K
Q14151	SAFB2
Q14157	UBAP2L
Q14155	ARHGEF7
Q15486	GUSBP1
Q15485	FCN2
P82979	SARNP
E5RHH0	ATP6V1H
Q14159	SPIDR
H0Y659	HUWE1
Q8N3F0	MTURN
A0A218MJB0	TP53
B4DEQ2	cDNA FLJ57908, moderately similar to Nuclear transport factor 2 {ECO:0000313|EMBL:BAG57163.1}
H0Y653	NOP56
B4DEQ4	cDNA FLJ53467, highly similar to MAP kinase-interactingserine/threonine-protein kinase 2 {ECO:000031
B4DEQ5	cDNA FLJ59670, highly similar to Homo sapiens formin binding protein 1 (FNBP1), mRNA {ECO:0000313|EM
P42081	CD86
Q8TEX9	IPO4
Q8N3F8	MICALL1
B4DEQ1	Kinesin-like protein {ECO:0000256|RuleBase:RU000394}
Q8N3E9	PLCD3
E9PL38	PSMD13
Q14160	SCRIB
Q9UBR4	LHX3
A0A2X0U2H5	DOCK1
Q9UBR2	CTSZ
Q14164	IKBKE
P82970	HMGN5
Q14162	SCARF1
Q14161	GIT2
E5RHH5	COPS5
Q14168	MPP2
E5RHH4	YIPF5
Q14166	TTLL12
Q14165	MLEC
P29016	CD1B
Q9P2Z0	THAP10
P29017	CD1C
E9PKB7	TEAD1
Q9NNW5	WDR6
Q9NNW7	TXNRD2
P33992	MCM5
P33993	MCM7
Q96I34	PPP1R16A
G3V1D4	LIN7C
Q8TF05	PPP4R1
P33991	MCM4
Q96I36	COX14
A8K7S8	cDNA FLJ75165, highly similar to Homo sapiens BCL2-antagonist/killer 1 (BAK1), mRNA {ECO:0000313|EMB
Q96HR3	MED30
P17029	ZKSCAN1
Q8TF01	PNISR
P17028	ZNF24
P17038	ZNF43
P17036	ZNF3
A0A1B0GXI6	VPS45
P17032	ZNF37A
P17031	ZNF26
P17030	ZNF25
P20671	H2AC7
Q9UBK5	HCST
P45974	USP5
P45973	CBX5
B7Z321	cDNA FLJ53330, highly similar to Exocyst complex component 4 {ECO:0000313|EMBL:BAH12057.1}
P82921	MRPS21
Q9UBK2	PPARGC1A
P20674	COX5A
P82912	MRPS11
Q9UBK9	UXT
P56645	PER3
Q9NNX1	TUFT1
Q9UBK8	MTRR
P82914	MRPS15
Q9NNX2	c-erbB-3
Q9UBK7	RABL2A
P31327	CPS1
F5H423	Uncharacterized protein {ECO:0000313|Ensembl:ENSP00000438507}
Q9NNX6	CD209
Q96I24	FUBP3
P33981	TTK
Q96I23	PYURF
Q96I25	RBM17
Q96HQ0	ZNF419
P55318	FOXA3
P31321	PRKAR1B
P55317	FOXA1
Q99081	TCF12
Q4VBP4	MPP5
P31323	PRKAR2B
P55316	FOXG1
P17039	ZNF30
P43304	GPD2
P43307	SSR1
P43308	SSR2
P05060	CHGB
Q96I16	eIF2S2 protein {ECO:0000313|EMBL:AAH07888.1}
P05062	ALDOB
Q96HP8	TMEM176A
Q8N2Z9	CENPS
P06396	GSN
P05067	APP
B7Z2R2	UQCRB
Q9UBL3	ASH2L
H0Y5Q7	IDH3G
P31314	TLX1
Q9UBL9	P2RX2
F5H3P3	ARHGDIB
B4DEL2	Inhibitor of growth protein {ECO:0000256|RuleBase:RU361213}
E9PKD5	PSMC3
E5RHS5	EIF3E
Q8TEM1	NUP210
Q99075	HBEGF
Q96HP0	DOCK6
E7EXB4	HSPD1
P17014	ZNF12
Q8TEL6	TRPC4AP
Q6PF06	TRMT10B
P21980	TGM2
Q9UBM7	DHCR7
A8K7V1	cDNA FLJ78053, highly similar to Homo sapiens splicing factor 3a, subunit 3, 60kDa (SF3A3), mRNA {EC
P45954	ACADSB
Q9UBM4	OPTC
A8K7T1	cDNA FLJ76055, highly similar to Homo sapiens purinergic receptor P2Y, G-protein coupled, 12 (P2RY12
Q9NNZ6	PRM3
B4DEM3	cDNA FLJ57157, highly similar to Set1/Ash2 histone methyltransferase complex subunit ASH2 {ECO:00003
A8K855	EFCAB7
Q02153	GUCY1B1
Q7L2Z9	CENPQ
E5RHT4	POLR3D
Q71F23	CENPU
E5RHT3	TSNARE1
Q02156	PRKCE
Q99062	CSF3R
P17019	ZNF708
P17017	ZNF14
P17027	ZNF23
A6NN14	ZNF729
P17026	ZNF22
P17025	ZNF182
P17024	ZNF20
C4P0D8	TSNAX-DISC1
Q8N392	ARHGAP18
Q8TEK3	DOT1L
P17023	ZNF19
C4P0D6	TSNAX-DISC1
P17022	ZNF18
P17021	ZNF17
Q8N393	ZNF786
C4P0D4	TSNAX-DISC1
P17020	ZNF16
Q9UBN4	TRPC4
Q9UBN1	CACNG4
P82930	MRPS34
Q9UBN7	HDAC6
P82932	MRPS6
Q9UBN6	TNFRSF10D
P82933	MRPS9
P30049	ATP5F1D
Q8TF40	FNIP1
Q9UBF2	COPG2
Q8TF42	UBASH3B
Q7L3B6	CDC37L1
B4DEF2	cDNA FLJ59851, highly similar to DNA methyltransferase 1-associated protein 1 {ECO:0000313|EMBL:BAG5
Q16706	MAN2A1
Q9UBF1	MAGEC2
Q9UBF8	PI4KB
B7Z2M4	Origin recognition complex subunit 4 {ECO:0000256|PIRNR:PIRNR007858}
B7Z2M6	cDNA FLJ57107, highly similar to Acetylcholine receptor protein subunit beta {ECO:0000313|EMBL:BAH11
Q9UBF6	RNF7
Q8TES7	FBF1
P30041	PRDX6
Q8TF47	ZFP90
P30043	BLVRB
P30044	PRDX5
Q9UBF9	MYOT
Q8TES3	FLJ00120
P30046	DDT
Q58EX7	PLEKHG4
Q8TF45	ZNF418
P30047	GCHFR
P30048	PRDX3
Q96I76	GPATCH3
Q8TF46	DIS3L
Q6FHZ0	MDH2
Q58EX4	PPP2R5E
P42025	ACTR1B
P05090	APOD
P05091	ALDH2
Q6EEV6	SUMO4
P05093	CYP17A1
P30050	RPL12
Q03468	ERCC6
Q58EX2	SDK2
P43351	RAD52
P43353	ALDH3B1
B4DEE8	MGMT
P43354	NR4A2
P69905	HBA1
A6NMQ1	POLA1
P43355	MAGEA1
P43356	MAGEA2
Q9UBG0	MRC2
B4DEE5	Arsenical pump-driving ATPase {ECO:0000256|SAAS:SAAS00037665}
P30038	ALDH4A1
H0Y5J1	GTPBP2
Q16715	Pyruvate kinase {ECO:0000256|RuleBase:RU000504}
P30039	PBLD
Q8TF30	WHAMM
Q16716	Pyruvate kinase {ECO:0000256|RuleBase:RU000504}
Q6PEW1	ZCCHC12
Q9UBG3	CRNN
A8K874	cDNA FLJ77588, highly similar to Homo sapiens MAK10 homolog, amino-acid N-acetyltransferase subunit,
Q96HU1	SGSM3
Q9P2W1	PSMC3IP
F5H3U6	PIWIL1
Q9P2W3	GNG13
Q9UBG7	RBPJL
Q96HU8	DIRAS2
E5RHR2	ELP3
Q9P2W7	B3GAT1
Q8TF39	ZNF483
Q9P2W9	STX18
Q16718	NDUFA5
