Q9NXB0	MKS1
Q9P0L0	VAPA
O95013	OR4F21
Q9P0L1	ZKSCAN7
Q59G20	Beta isoform of regulatory subunit B56, protein phosphatase 2A variant {ECO:0000313|EMBL:BAD92526.1}
Q59FQ0	Ras-related C3 botulinum toxin substrate 1 isoform Rac1b variant {ECO:0000313|EMBL:BAD92647.1}
Q9P0L2	MARK1
Q9H9Y2	RPF1
P0C7T5	ATXN1L
P0C7T3	OR56A5
Q03169	TNFAIP2
P0C7T2	OR2T7
Q9P0L9	PKD2L1
Q8TCD1	C18orf32
P08861	CELA3B
Q8N122	RPTOR
P08865	RPSA
Q8N127	OR5AS1
Q8N126	CADM3
O95025	SEMA3D
Q8N119	MMP21
Q59G17	N-methyl-D-aspartate receptor subunit 2D variant {ECO:0000313|EMBL:BAD92529.1}
P0C860	MSL3P1
Q03167	TGFBR3
Q59G13	Syntaxin 16 isoform a variant {ECO:0000313|EMBL:BAD92533.1}
B7Z5J6	cDNA FLJ56134, highly similar to Rap guanine nucleotide exchange factor 3 {ECO:0000313|EMBL:BAH12932
F5H282	TCP1
B7Z5J7	cDNA FLJ58682, highly similar to Vesicle-fusing ATPase (EC 3.6.4.6) {ECO:0000313|EMBL:BAH12933.1}
B7Z5J8	cDNA FLJ56136, highly similar to Solute carrier family 2, facilitated glucosetransporter member 14 {
Q03164	KMT2A
Q9P0M4	IL17C
Q9P0M6	H2AFY2
Q8TCC3	MRPL30
Q9P0M9	MRPL27
A5D6Y3	RAD50
Q8N114	SHISA5
Q96FF9	CDCA5
P0C869	PLA2G4B
P06213	INSR
B4DHF3	cDNA FLJ52541 {ECO:0000313|EMBL:BAG58114.1}
Q15139	PRKD1
P80188	LCN2
Q5SRN1	CDC40
B7Z5F6	cDNA FLJ58044, highly similar to NEDD8-activating enzyme E1 catalytic subunit (EC 6.3.2.-) {ECO:0000
Q16478	GRIK5
Q15147	PLCB4
X5CN11	IRF-1
O95049	TJP3
Q8TBX8	PIP4K2C
Q15149	PLEC
O95047	OR2A4
A6PVI3	NCBP2L
Q9P0G3	KLK14
Q5JY77	GPRASP1
Q59FA8	Integrin alpha-IIb variant {ECO:0000313|EMBL:BAD92789.1}
Q15154	PCM1
Q59FA6	SEC13-like 1 isoform b variant {ECO:0000313|EMBL:BAD92791.1}
Q59FA0	DNA polymerase {ECO:0000256|RuleBase:RU000442}
Q96EZ8	MCRS1
O95059	RPP14
Q8TC84	FANK1
O95057	DIRAS1
B7Z5E4	cDNA FLJ54614, highly similar to Vacuolar protein sorting-associated protein 45 {ECO:0000313|EMBL:BA
B7Z5D4	cDNA FLJ50613, highly similar to Vacuolar protein sorting-associated protein 45 {ECO:0000313|EMBL:BA
Q15161	POLR2
B7Z5D9	cDNA FLJ59957, highly similar to Translin {ECO:0000313|EMBL:BAH12875.1}
Q59FD9	Actinin, alpha 2 variant {ECO:0000313|EMBL:BAD92758.1}
Q9H9L4	KANSL2
Q9H9L3	ISG20L2
Q59FD4	Hexokinase 1 isoform HKI variant {ECO:0000313|EMBL:BAD92763.1}
Q96EY7	PTCD3
Q96EY9	ADAT3
C9JDH0	PRPSAP2
P0C7H9	USP17L7
O95069	KCNK2
P0C7H8	KRTAP2-3
Q96EY5	MVB12A
O95067	CCNB2
Q9P0I2	EMC3
B4DHB9	cDNA FLJ58887, highly similar to Anamorsin (Cytokine-induced apoptosis inhibitor 1) (CUA001) {ECO:00
Q15172	PPP2R5A
O95070	YIF1A
O95071	UBR5
Q15170	TCEAL1
Q96EY1	DNAJA3
Q59FC6	Tumor rejection antigen (Gp96) 1 variant {ECO:0000313|EMBL:BAD92771.1}
Q15173	PPP2R5B
Q59FG4	Brain adenylate cyclase 1 variant {ECO:0000313|EMBL:BAD92733.1}
Q59FG5	Patched variant {ECO:0000313|EMBL:BAD92732.1}
O00623	PEX12
O00626	CCL22
Q59FG2	Low density lipoprotein-related protein 1 variant {ECO:0000313|EMBL:BAD92735.1}
Q5V9X9	CACNA1C
O00625	PIR
Q9H9S3	SEC61A2
O00628	PEX7
Q59FG1	Voltage-dependent R-type calcium channel subunit alpha {ECO:0000256|RuleBase:RU003808}
Q9H9S4	CAB39L
O00629	KPNA4
O95072	REC8
Q9H9S0	NANOG
O95073	FSBP
O00622	CYR61
O95076	ALX3
P0C7N1	OR8U8
Q15181	PPA1
P55197	MLLT10
P55196	AFDN
Q15185	PTGES3
Q59FF7	Diacylglycerol kinase {ECO:0000256|RuleBase:RU361128}
P0C7N5	OR8U9
Q96FA3	PELI1
O00634	NTN3
P55199	ELL
P55198	MLLT6
Q5T442	GJC2
Q5T440	IBA57
O95084	PRSS23
O00631	SLN
Q5T447	HECTD3
Q6PCB0	VWA1
Q6PCB8	EMB
Q15198	PDGFRL
Q6PCB7	SLC27A1
Q9H9Q4	NHEJ1
Q9H9Q2	COPS7B
O95096	NKX2-2
P80162	CXCL6
E9PI41	EXOSC4
Q9H9P8	L2HGDH
Q5SRQ6	CSNK2B
Q9H9P5	UNKL
Q60FE5	FLNA
Q8TBZ5	ZNF502
Q8TBZ8	ZNF564
Q5JY90	BTK
Q5SRQ3	CSNK2B
Q7L0J3	SV2A
Q8TBZ2	MYCBPAP
Q8TBZ3	WDR20
P0C7M4	RHOXF2B
P0C7M3	SFTA3
E5RFI3	PPP2CB
Q8TD43	TRPM4
Q96G75	RMND5B
Q96G74	OTUD5
Q8TD46	CD200R1
Q96FV9	THOC1
Q8TD47	RPS4Y2
Q8TCS8	PNPT1
P43155	CRAT
P80108	GPLD1
O00712	NFIB
Q16518	RPE65
Q16512	PKN1
O00716	E2F3
P55157	MTTP
Q16513	PKN2
Q16514	TAF12
Q16515	ASIC2
Q96FU6	ACTG1
B4DGW3	cDNA FLJ54625, highly similar to ATP synthase subunit alpha, mitochondrial (EC 3.6.3.14) {ECO:000031
X6R2L4	RUVBL2
Q16520	BATF
Q9P1A2	PPP4R1L
P55160	NCKAP1L
P43146	DCC
E5RFJ8	MCM4
Q9P1A6	DLGAP2
V9H0B2	MSH2
Q6PCT2	FBXL19
X6R2I3	POLI
Q8TD22	SFXN5
E7EUT5	GAPDH
Q16526	CRY1
Q96FT9	IFT43
P31153	MAT2A
P31152	MAPK4
Q8TD23	ZNF675
Q96FT7	ASIC4
Q8TD26	CHD6
Q2M1K9	ZNF423
Q29836	HLA-B
J7M2B1	EZR-ROS1
E5KS55	SUCLA2
Q05823	RNASEL
Q5T4F4	ZFYVE27
Q16531	DDB1
Q16533	SNAPC1
E5RFG6	TBC1D31
Q5T4F7	SFRP5
Q16539	MAPK14
Q6PD62	CTR9
Q16534	HLF
Q15208	STK38
Q16537	PPP2R5E
Q8TD16	BICD2
Q8TD17	ZNF398
Q8TD19	NEK9
Q8TCP9	FAM200A
Q96FS4	SIPA1
P31146	CORO1A
P31151	S100A7
P31150	GDI1
P43121	MCAM
V9H0D5	MSH2
Q16543	CDC37
Q16540	MRPL23
Q5SSG8	MUC21
Q96FZ7	CHMP6
Q16549	PCSK7
Q8TD86	CALML6
P55103	INHBC
B4DH37	cDNA FLJ53760, highly similar to Syntaxin-7 {ECO:0000313|EMBL:BAG57998.1}
Q16548	BCL2A1
Q8N1E6	FBXL14
B4DGR3	cDNA FLJ54349, highly similar to Vesicle-fusing ATPase (EC 3.6.4.6) {ECO:0000313|EMBL:BAG57874.1}
P57764	GSDMD
Q8TCW9	PROKR1
Q29865	HLA-C
P55107	GDF10
P57771	RGS8
Q16552	IL17A
Q16553	LY6E
Q16555	DPYSL2
Q15223	NECTIN1
A8K9R4	cDNA FLJ76967, highly similar to Homo sapiens arachidonate 15-lipoxygenase, second type (ALOX15B), m
Q16558	KCNMB1
P57772	EEFSEC
P57773	GJA9
P57775	FBXW4
Q16563	SYPL1
E5RFF9	GINS4
Q16566	CAMK4
Q16560	SNRNP35
Q15233	NONO
Q8TCU4	ALMS1
Q8TCU5	GRIN3A
Q96G97	BSCL2
Q96FX7	TRMT61A
Q8TCU6	PREX1
Q96G91	P2RY11
E7EV10	MTA3
Q5SSJ5	HP1BP3
Q16568	CARTPT
Q96FX2	DPH3
B4DGT4	Histone deacetylase {ECO:0000256|PIRNR:PIRNR037911, ECO:0000256|SAAS:SAAS00894283}
B4DH54	cDNA FLJ61248, highly similar to Glycerol kinase, testis specific 1 (EC 2.7.1.30) {ECO:0000313|EMBL:
Q8N1C3	GABRG1
Q96FX8	PERP
P68431	HIST1H3A
Q59GB8	Kinesin heavy chain isoform 5C variant {ECO:0000313|EMBL:BAD92428.1}
Q59GB9	Histone deacetylase 2 variant {ECO:0000313|EMBL:BAD92427.1}
Q16576	RBBP7
Q16570	ACKR1
B7Z4W4	cDNA FLJ50817, highly similar to UV excision repair protein RAD23 homolog B {ECO:0000313|EMBL:BAH127
Q16572	SLC18A3
Q8TD55	PLEKHO2
B4DH68	cDNA FLJ56325, highly similar to Homo sapiens DIX domain containing 1 (DIXDC1), mRNA {ECO:0000313|EM
Q96FW1	OTUB1
A8K9T3	cDNA FLJ76467, highly similar to Homo sapiens acyl-CoA synthetase long-chain family member 1 (ACSL1)
B4DGU4	CTNNB1
B4DH65	cDNA FLJ53323, highly similar to 2-oxoglutarate dehydrogenase E1 component, mitochondrial (EC 1.2.4.
P57796	CABP4
Q8TD57	DNAH3
Q8N1B4	VPS52
Q8TCT7	SPPL2B
Q8TCT8	SPPL2A
Q2M1P5	KIF7
Q59GA8	WD repeat-containing protein 3 variant {ECO:0000313|EMBL:BAD92438.1}
F5H1F6	VPS37B
Q15253	F2
Q16585	SGCB
Q16586	SGCA
Q16587	ZNF74
Q59GA3	Isocitrate dehydrogenase 3 (NAD+) gamma isoform b variant {ECO:0000313|EMBL:BAD92443.1}
Q15257	PTPA
Q16581	C3AR1
Q15256	PTPRR
Q16584	MAP3K11
V9H0H7	HSPC022 {ECO:0000313|EMBL:AAD27003.1}
B7Z569	cDNA FLJ53077, moderately similar to Transcription factor Dp-1 {ECO:0000313|EMBL:BAH12805.1}
P57729	RAB38
Q9P0V3	SH3BP4
Q7L0Y3	TRMT10C
A8K9W7	cDNA FLJ77440, highly similar to Homo sapiens general transcription factor II, i (GTF2I), transcript
Q59FS8	Eukaryotic translation initiation factor 3, subunit 9 eta, 116kDa isoform b variant {ECO:0000313|EMB
Q59FS6	Double minute 4 homolog variant {ECO:0000313|EMBL:BAD92620.1}
C9JDU5	PRPSAP2
Q9P0V9	SEPT10
P18124	RPL7
Q59G43	Polypyrimidine tract binding protein 2 variant {ECO:0000313|EMBL:BAD92503.1}
Q8N183	NDUFAF2
Q8N0W4	NLGN4X
Q5JYG3	GPN2
P07477	PRSS1
P07476	IVL
P07478	PRSS2
Q7L190	DPPA4
Q7L0X0	TRIL
Q9P0W0	IFNK
P57739	CLDN2
Q9P0W2	HMG20B
P32418	SLC8A1
Q8TCJ0	FBXO25
Q59FR7	Uncharacterized protein {ECO:0000313|EMBL:BAD92629.1}
Q96FM1	PGAP3
P57730	CARD18
Q8TCJ2	STT3B
Q59G33	alpha-1,2-Mannosidase {ECO:0000256|RuleBase:RU361193}
E5RG31	MCM4
Q08AE8	SPIRE1
Q6VVB1	NHLRC1
P57735	RAB25
Q96FL9	GALNT14
Q8N0V4	LGI2
Q8N0V3	RBFA
B7Z571	cDNA FLJ52010, highly similar to 26S protease regulatory subunit 7 {ECO:0000313|EMBL:BAH12807.1}
B7Z4V6	cDNA FLJ55494, highly similar to ATP-binding cassette sub-family D member 4 {ECO:0000313|EMBL:BAH126
B4DGP9	cDNA FLJ54102, highly similar to Beta-soluble NSF attachment protein {ECO:0000313|EMBL:BAG57860.1}
B4DH19	cDNA FLJ54615, highly similar to Vesicle-fusing ATPase (EC 3.6.4.6) {ECO:0000313|EMBL:BAG57980.1}
Q08AD1	CAMSAP2
P08779	KRT16
Q9P0X4	CACNA1I
P57740	NUP107
Q59G68	Uncharacterized protein {ECO:0000313|EMBL:BAD92478.1}
Q03252	LMNB2
P19429	TNNI3
Q8N163	CCAR2
Q8N162	OR8H2
O60383	GDF9
Q6IP95	CTBP1
O60381	HBP1
P21741	MDK
P06126	CD1A
P06127	CD5
B4DH29	DNA-directed RNA polymerase subunit beta {ECO:0000256|RuleBase:RU363031}
P19440	GGT1
P19447	ERCC3
Q59FT4	Receptor protein-tyrosine kinase {ECO:0000256|SAAS:SAAS00602636}
Q8TCG5	CPT1C
Q59FT1	T-box 2 variant {ECO:0000313|EMBL:BAD92615.1}
Q59G51	Transient receptor potential cation channel, subfamily C, member 5 variant {ECO:0000313|EMBL:BAD9249
P19438	TNFRSF1A
P21757	MSR1
P68402	PAFAH1B2
P68400	CSNK2A1
Q96FJ2	DYNLL2
Q8TCG2	PI4K2B
A0A0C4DFN1	MFN1
P06133	UGT2B4
P06132	UROD
B7Z550	C8B
P21754	ZP3
Q8N158	GPC2
O60391	GRIN3B
Q8N157	AHI1
B7Z524	HBS1L
Q96G30	MRAP2
B7Z4Q6	Oxysterol-binding protein {ECO:0000256|RuleBase:RU003845}
Q8TD07	RAET1E
Q8TD08	MAPK15
Q96G38	EIF3B
Q59G89	26S proteasome-associated pad1 homolog variant {ECO:0000313|EMBL:BAD92457.1}
P43119	PTGIR
Q59FW1	Metastasis associated protein variant {ECO:0000313|EMBL:BAD92585.1}
P43115	PTGER3
P43116	PTGER2
B7Z4R3	cDNA FLJ50585, highly similar to T-complex protein 1 subunit beta {ECO:0000313|EMBL:BAH12649.1}
Q9P0S2	COX16
Q9P0S3	ORMDL1
Q96G25	MED8
P32455	GBP1
Q96G21	IMP4
Q59FV5	GLI-Kruppel family member GLI2 isoform beta variant {ECO:0000313|EMBL:BAD92591.1}
Q96G23	CERS2
P32456	GBP2
A0A0C4DFP2	OR1L6
Q8N0Z2	ABRA
Q8N0Z6	TTC5
Q59FV0	Cholinergic receptor, nicotinic, alpha polypeptide 4 variant {ECO:0000313|EMBL:BAD92596.1}
A0A0C4DFP4	NGLY1
A0A0C4DFP3	OR2K2
P33778	HIST1H2BB
B7Z502	cDNA FLJ61327, highly similar to Exocyst complex component 4 {ECO:0000313|EMBL:BAH12738.1}
Q9P0T0	HSPC193 {ECO:0000313|EMBL:AAF36113.1}
B7ZW36	LOC728835
B4DGL0	cDNA FLJ53619, highly similar to Heat shock protein HSP 90-beta {ECO:0000313|EMBL:BAG57821.1}
Q9P0T4	ZNF581
P19474	TRIM21
P18146	EGR1
Q8N0Y3	OR4N4
O60346	PHLPP1
Q8N0Y2	ZNF444
Q8N0Y5	OR8I2
A0A0C4DG49	PVR
O60344	ECE2
A0A0C4DG47	ETS2
Q8N0Y7	PGAM4
Q59FY1	Synapse-associated protein 102 variant {ECO:0000313|EMBL:BAD92565.1}
O60343	TBC1D4
P07492	GRP
C9JE40	PATL2
O60341	KDM1A
P21781	FGF7
P07498	CSN3
B4DGM0	cDNA FLJ60089, highly similar to PMS1 protein homolog 2 {ECO:0000313|EMBL:BAG57831.1}
Q9P0U1	TOMM7
Q9P0U3	SENP1
Q9P0U4	CXXC1
P19484	TFEB
Q96G04	EEF2KMT
Q96G03	PGM2
Q2M1H9	HPSE2
Q96G01	BICD1
O60359	CACNG3
Q59G95	Metabotropic glutamate receptor 7 variant {ECO:0000313|EMBL:BAD92451.1}
Q8N0X2	SPAG16
Q6FG56	ELK1
O60356	NUPR1
Q8N196	SIX5
O60353	FZD6
Q6FG54	ETS1
Q6FG59	CDC37
Q8N0X7	SPART
P21796	VDAC1
P04114	APOB
Q9BPV8	P2RY13
Q6U8A4	Ubiquitin-specific protease 7 isoform {ECO:0000313|EMBL:AAQ82908.1}
Q9Y265	RUVBL1
P30405	PPIF
P04118	CLPS
E2QRF9	GMNN
Q9Y266	NUDC
P30408	TM4SF1
Q6PJT4	MSN
Q9BQ70	TCF25
Q96MT3	PRICKLE1
O95551	TDP2
Q6PK50	HSP90AB1
Q68E09	DKFZp686N1969
Q9HAF1	MEAF6
Q9Y272	RASD1
Q68E01	INTS3
Q9Y274	ST3GAL6
Q9Y275	TNFSF13B
P05451	REG1A
P05452	CLEC3B
Q9UGM1	CHRNA9
P05455	SSB
Q9Y271	CYSLTR1
Q9BPU9	B9D2
Q9BQ69	MACROD1
Q9UGM6	WARS2
Q9UGM5	FETUB
A8K2P3	cDNA FLJ77041, highly similar to Homo sapiens RAS protein activator like 2 (RASAL2), transcript vari
Q9BQ67	GRWD1
Q9UGM3	DMBT1
Q9Y277	VDAC3
Q9Y278	HS3ST2
Q9Y279	VSIG4
Q96N41	Clathrin heavy chain linker domain-containing protein 1 {ECO:0000256|PIRNR:PIRNR037469}
Q96MS0	ROBO3
P16109	SELP
E9PEP3	RFC5
Q9BPU6	DPYSL5
Q6PK61	NRG1
O95563	MPC2
P16104	H2AFX
Q96N38	ZNF714
B2R514	cDNA, FLJ92300, Homo sapiens COP9 subunit 6 (MOV34 homolog, 34 kD) (COPS6), mRNA {ECO:0000313|EMBL:B
P16112	ACAN
Q6PK57	DNM1P34
Q6PJT7	ZC3H14
Q99598	TSNAX
Q99595	TIMM17A
Q9Y283	INVS
Q9Y285	FARSA
Q9Y286	SIGLEC7
A6NHL2	TUBAL3
Q9Y281	CFL2
P05423	POLR3D
A8K2S7	cDNA FLJ77865 {ECO:0000313|EMBL:BAF83031.1}
Q5H8A3	NMS
Q9UGN5	PARP2
P06756	ITGAV
Q5H8A4	PIGG
Q9UGN4	CD300A
Q9Y287	ITM2B
Q9Y289	SLC5A6
Q99593	TBX5
Q9BQ50	TREX2
Q99594	TEAD3
Q9BQ51	PDCD1LG2
Q99592	ZBTB18
O95573	ACSL3
P17405	SMPD1
Q99590	SCAF11
Q9BQ52	ELAC2
O95571	ETHE1
Q6PJQ5	FOXR2
Q99584	S100A13
Q68DM8	DKFZp686O088
Q9Y294	ASF1A
Q9Y295	DRG1
Q9Y296	TRAPPC4
Q9Y297	BTRC
Q86SZ2	TRAPPC6B
Q9Y291	MRPS33
A8K2T4	cDNA FLJ78207, highly similar to Human complement protein component C7 mRNA {ECO:0000313|EMBL:BAF830
Q9UH03	SEPT3
P29401	TKT
Q9BQ48	MRPL34
P29400	COL4A5
Q86SX6	GLRX5
Q99583	MNT
E9PER7	GTF2E1
Q96N20	ZNF75A
Q99581	FEV
P55735	SEC13
P18754	RCC1
Q96MP8	KCTD7
Q6PK37	AP3S2
Q99578	RIT2
Q99575	POP1
Q99576	TSC22D3
Q9UGP5	POLL
Q9UGP4	LIMD1
Q68DN3	DKFZp781F1414
Q9Y225	RNF24
P30447	HLA-A
Q9Y221	NIP7
Q68DS0	DKFZp781N011
Q9Y222	DMTF1
Q9Y224	RTRAF
Q96N96	SPATA13
Q0PNE2	ELP6
Q96MX6	WDR92
Q9BPZ7	MAPKAP1
Q9NT62	ATG3
Q9NSU2	TREX1
Q96N91	V-type proton ATPase subunit a {ECO:0000256|RuleBase:RU361189}
P30443	HLA-A
O60885	BRD4
P16144	ITGB4
Q9HAJ7	SAP30L
Q5SZJ8	BEND6
O60883	GPR37L1
O60884	DNAJA2
O60882	MMP20
Q8N8B7	TCEANC
O60880	SH2D1A
Q9Y230	RUVBL2
P05496	ATP5G1
Q68DS7	DKFZp686E07254
Q9UGI0	ZRANB1
P29466	CASP1
Q9Y239	NOD1
Q9UGI6	KCNN3
Q9Y234	LIPT1
Q9Y235	APOBEC2
Q96MW5	COG8
Q15907	RAB11B
P29460	IL12B
Q9UGI9	PRKAG3
Q15906	VPS72
E9PF58	ARPC1A
Q9NSV4	DIAPH3
Q15904	ATP6AP1
Q96N86	cDNA FLJ31237 fis, clone KIDNE2004846, highly similar to 26S PROTEASOME REGULATORY SUBUNIT S3 {ECO:0
Q9BPY8	HOPX
P16157	ANK1
O60896	RAMP3
O60894	RAMP1
Q96MV8	ZDHHC15
O60895	RAMP2
Q96N77	ZNF641
P16152	CBR1
P17483	HOXB4
P17482	HOXB9
Q8N8A6	DDX51
P16150	SPN
O60890	OPHN1
P17481	HOXB8
P17480	UBTF
Q9Y241	HIGD1A
A6NHP3	SPDYE2B
Q9Y242	TCF19
P29459	IL12A
P04179	SOD2
Q15910	EZH2
Q9Y248	GINS2
Q9UGJ1	TUBGCP4
Q9UGJ0	PRKAG2
Q9Y243	AKT3
Q9Y244	POMP
Q15911	ZFHX3
Q6PK75	PRSS2
Q9BPX4	EIF2B2
Q9BPX5	ARPC5L
Q9BQ95	ECSIT
Q15916	ZBTB6
Q9BPX3	NCAPG
Q15915	ZIC1
P31751	AKT2
P16118	PFKFB1
O60869	EDF1
Q9BPX6	MICU1
Q96N67	DOCK7
O60861	GAS7
Q96MU7	YTHDC1
Q9HAH1	ZNF556
Q96MU8	KREMEN1
Q9Y250	LZTS1
A6NHQ2	FBLL1
Q9Y251	HPSE
P04141	CSF2
Q9Y252	RNF6
A6NHQ4	EPOP
Q9Y253	POLH
E7EQY4	MTA3
Q9Y258	CCL26
Q9Y259	CHKB
Q9UGK3	STAP2
A8K379	Tyrosine-protein kinase {ECO:0000256|RuleBase:RU362096}
P30414	NKTR
Q9Y255	PRELID1
Q9Y256	RCE1
P31749	AKT1
P30419	NMT1
Q9BQ83	SLX1A
Q7L8A9	VASH1
Q15929	ZNF56
Q9BPW4	APOL4
Q15928	ZNF141
Q9BQ87	TBL1Y
Q9NT99	LRRC4B
Q9NSX9	DKFZp434G247
P30411	BDKRB2
O60879	DIAPH2
Q96MT8	CEP63
O60870	KIN
P04150	NR3C1
Q9Y261	FOXA2
Q9Y262	EIF3L
A8K383	cDNA FLJ75428, highly similar to Homo sapiens activating transcription factor 6 (ATF6), mRNA {ECO:00
Q9Y263	PLAA
Q9Y264	ANGPT4
Q9UGL1	KDM5B
P04155	TFF1
P04156	PRNP
A8K385	cDNA FLJ77978, highly similar to Homo sapiens unc-5 homolog C (C. elegans) (UNC5C), mRNA {ECO:000031
Q86SS6	SYT9
A0A060L980	SPAG9
Q9NSQ0	RRP7BP
Q7L7W2	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit {ECO:0000256|PIRNR:PIRNR028043}
E7ERH2	SKP1
Q99525	HIST1H4G
Q96MK3	FAM20A
O60841	EIF5B
Q99523	SORT1
O60840	CACNA1F
Q99527	GPER1
P06702	S100A9
Q86SR1	GALNT10
P06703	S100A6
O60858	TRIM13
Q03933	HSF2
Q99519	NEU1
Q03936	ZNF92
Q86T24	ZBTB33
Q86SQ0	PHLDB2
Q6BAA4	FCRLB
Q9UGF7	OR12D3
Q9UGF6	OR5V1
Q9UGF5	OR14J1
O60828	PQBP1
Q86T29	ZNF605
Q86SQ9	DHDDS
O60825	PFKFB2
Q86SQ7	SDCCAG8
O60826	CCDC22
E7ERF2	TCP1
Q99502	EYA1
Q99500	S1PR3
Q03924	ZNF117
Q99501	GAS2L1
Q6PJI9	WDR59
A6NHU9	SHANK2
Q99504	EYA3
Q9Y215	COLQ
Q9Y216	MTMR7
Q9Y217	MTMR6
A6NI72	NCF1B
Q9Y210	TRPC6
A6NI73	LILRA5
B2R4I8	cDNA, FLJ92106, highly similar to Homo sapiens adaptor-related protein complex 3, sigma 1 subunit(AP
Q9Y219	JAG2
O60832	DKC1
O60830	TIMM17B
Q9NST9	DKFZp434I0812
O60831	PRAF2
E9PEJ4	DLAT
Q6PJJ8	TBC1D1
Q96MH2	HEXIM2
Q8N7R1	POM121L12
Q8N7R0	NANOGP1
P06733	ENO1
Q86SW9	Full-length cDNA 5-PRIME end of clone CS0DK011YG11 of HeLa cells of Homo sapiens (human) {ECO:000031
P06732	CKM
P06734	FCER2
P06737	PYGL
Q86SW4	DLST
Q99571	P2RX4
Q99572	P2RX7
Q9HAB8	PPCS
Q99570	PIK3R4
O60806	TBX19
Q9BQ31	KCNS3
Q99569	PKP4
Q99567	NUP88
Q9NSM5	DKFZp564A2282
Q68DK7	MSL1
Q86SX1	Full-length cDNA 5-PRIME end of clone CS0DN005YI08 of Adult brain of Homo sapiens (human) {ECO:00003
P05412	JUN
P06744	GPI
P05413	FABP3
P06746	POLB
Q9BQ24	ZFYVE21
P06748	NPM1
Q86T74	DKFZp451O0517
O60814	HIST1H2BK
O60813	PRAMEF11
Q9NSN1	DKFZp761H087
Q99558	MAP3K14
Q6PJP8	DCLRE1A
O60811	PRAMEF2
E7ERC8	SEC13
Q96MN5	TCEANC2
Q96MN2	NLRP4
Q86T82	USP37
Q4FZB7	KMT5B
Q8N895	ZNF366
P06753	TPM3
Q96MN9	ZNF488
Q9BQ15	NABP2
Q86T65	DAAM2
Q9BQ16	SPOCK3
Q96MM3	ZFP42
Q99547	MPHOSPH6
Q99542	MMP19
Q99543	DNAJC2
Q99541	PLIN2
Q96MM7	HS6ST2
Q8N884	MB21D1
Q8N883	ZNF614
Q99549	MPHOSPH8
Q8N878	FRMD1
P06727	APOA4
P06729	CD2
Q9UGC7	MTRF1L
Q7L7X3	TAOK1
Q9UGC6	RGS17
Q9NSP4	CENPM
Q99536	VAT1
B2R4F3	cDNA, FLJ92068, highly similar to Homo sapiens Rho GDP dissociation inhibitor (GDI) beta (ARHGDIB),m
P06731	CEACAM5
P06730	EIF4E
Q99538	LGMN
Q14689	DIP2A
Q96NE9	FRMD6
A6NGY5	OR51F1
Q14686	NCOA6
Q9HAW4	CLSPN
Q13356	PPIL2
P78386	KRT85
A0A286SD73	LTA
Q9HAW0	BRF2
Q9Y2G2	CARD8
Q8N907	DAND5
Q86TM6	SYVN1
Q9Y2G3	ATP11B
Q9Y2G4	ANKRD6
Q9Y2G5	POFUT2
Q9Y2G0	EFR3B
Q9Y2G1	MYRF
Q9NTK1	DEPP1
A8K2A8	cDNA FLJ77274, highly similar to Homo sapiens importin 13 (IPO13), mRNA {ECO:0000313|EMBL:BAF82862.1
Q9Y2G9	SBNO2
Q14692	BMS1
Q13360	ZNF177
Q9NTK5	OLA1
Q13361	MFAP5
Q14691	GINS1
Q14690	PDCD11
P78395	PRAME
Q9BQG0	MYBBP1A
P78396	CCNA1
Q9BQG1	SYT3
Q14696	MESD
Q9HB75	PIDD1
Q9HAV5	EDA2R
Q13362	PPP2R5C
Q14694	USP10
Q13363	CTBP1
Q14693	LPIN1
Q9HAV7	GRPEL1
Q13368	MPP3
Q14699	RFTN1
Q9HB71	CACYBP
Q8N8N0	RNF152
Q9HAV4	XPO5
Q9HB74	PNAS-102 {ECO:0000313|EMBL:AAG23814.1}
Q14697	GANAB
Q13367	AP3B2
Q9HAV0	GNB4
Q5SZW8	CCT3
H0Y2P2	NGLY1
Q86TL3	PTPN5
P41091	EIF2S3
Q9Y2H0	DLGAP4
Q68EA5	ZNF57
Q01362	MS4A2
Q86TL0	ATG4D
Q9Y2H1	STK38L
A8MZI9	RUNX1
Q9Y2H8	ZNF510
Q9Y2H9	MAST1
Q13371	PDCL
P78385	KRT83
Q13370	PDE3B
Q9HAU5	UPF2
Q9HB65	ELL3
Q9HAU4	SMURF2
Q9BQF3	Platelet-derived growth factor A-chain {ECO:0000313|EMBL:AAK29998.1}
P78380	OLR1
P78381	SLC35A2
Q9HAU6	TPT1P8
Q9HB63	NTN4
Q6PKC3	TXNDC11
Q9Y2I6	NINL
Q9Y2I7	PIKFYVE
Q8N8M9	cDNA FLJ39190 fis, clone OCBBF2004647, highly similar to ARFAPTIN 1 {ECO:0000313|EMBL:BAC04806.1}
Q9Y2I2	NTNG1
Q01344	IL5RA
Q00013	MPP1
Q9Y2I8	WDR37
Q9HAT8	PELI2
Q9HB58	SP110
Q9BQE4	SELENOS
Q13387	MAPK8IP2
Q9BQE3	TUBA1C
Q9HAT0	ROPN1
Q96NB3	ZNF830
Q96NB2	SFXN2
Q6PKD4	IPO13
Q86TJ2	TADA2B
Q9Y2J8	PADI2
Q9UHA4	LAMTOR3
Q9Y2J2	EPB41L3
Q9UHA3	RSL24D1
Q9Y2J4	AMOTL2
Q9UHA7	IL36A
Q00005	PPP2R2B
